"animal_number","lifenumber","responder","location","visit_time","duration","state","weight","feed_intake"
"70721340","ID056","9.82091E+14","1707","2022/12/14 10:11","103","0","72000","110"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/14 10:14","243","0","74000","152"
"70739142","ID026","9.82091E+14","1707","2022/12/14 10:18","203","0","53000","60"
"70734891","ID042","9.82091E+14","1707","2022/12/14 10:22","92","0","57500","15"
"70739142","ID026","9.82091E+14","1707","2022/12/14 10:24","29","0",,"6"
"70734162","ID070","9.82091E+14","1707","2022/12/14 10:25","97","0","50500","42"
"70739142","ID026","9.82091E+14","1707","2022/12/14 10:33","34","0",,"7"
"70734876","ID069","9.82091E+14","1707","2022/12/14 10:34","596","0","65500","393"
"70734891","ID042","9.82091E+14","1707","2022/12/14 10:44","365","0","57500","212"
"70734154","ID010","9.82091E+14","1707","2022/12/14 10:50","369","0","66000","320"
"70732905","ID060","9.82091E+14","1707","2022/12/14 10:57","460","0","64000","343"
"70734154","ID010","9.82091E+14","1707","2022/12/14 11:09","159","0","67000","123"
"70734848","ID021","9.82091E+14","1707","2022/12/14 11:18","386","0","62500","274"
"70739142","ID026","9.82091E+14","1707","2022/12/14 11:25","73","0","52500","22"
"70734119","ID085","9.82091E+14","1707","2022/12/14 11:26","785","0","57500","370"
"70739142","ID026","9.82091E+14","1707","2022/12/14 11:42","98","0","53500","47"
"70734119","ID085","9.82091E+14","1707","2022/12/14 11:43","26","0",,"29"
"70721340","ID056","9.82091E+14","1707","2022/12/14 11:45","75","0","71500","77"
"70739142","ID026","9.82091E+14","1707","2022/12/14 11:47","35","0",,"21"
"70734119","ID085","9.82091E+14","1707","2022/12/14 11:49","19","0",,"20"
"70734891","ID042","9.82091E+14","1707","2022/12/14 11:51","61","0","58000","13"
"70739142","ID026","9.82091E+14","1707","2022/12/14 11:55","200","0","53000","63"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/14 11:59","404","0","73500","445"
"70739142","ID026","9.82091E+14","1707","2022/12/14 12:08","17","0",,"4"
"70734119","ID085","9.82091E+14","1707","2022/12/14 12:09","36","0",,"28"
"70734891","ID042","9.82091E+14","1707","2022/12/14 12:12","54","0",,"16"
"70734119","ID085","9.82091E+14","1707","2022/12/14 12:16","71","0","56750","33"
"70739142","ID026","9.82091E+14","1707","2022/12/14 12:18","101","0","53000","41"
"70734119","ID085","9.82091E+14","1707","2022/12/14 12:20","42","0",,"24"
"70739142","ID026","9.82091E+14","1707","2022/12/14 12:31","45","0",,"6"
"70734119","ID085","9.82091E+14","1707","2022/12/14 12:33","107","0","58000","46"
"70734119","ID085","9.82091E+14","1707","2022/12/14 12:43","36","0",,"15"
"70734891","ID042","9.82091E+14","1707","2022/12/14 12:44","121","0","58500","1"
"70734162","ID070","9.82091E+14","1707","2022/12/14 12:46","653","0","51500","500"
"70734119","ID085","9.82091E+14","1707","2022/12/14 12:57","77","0","59000","48"
"70734891","ID042","9.82091E+14","1707","2022/12/14 13:05","58","0",,"6"
"70734848","ID021","9.82091E+14","1707","2022/12/14 13:08","301","0","63000","235"
"70734891","ID042","9.82091E+14","1707","2022/12/14 13:13","122","0","58000","2"
"70734162","ID070","9.82091E+14","1707","2022/12/14 13:15","62","0","51250","44"
"70734852","ID047","9.82091E+14","1707","2022/12/14 13:17","1061","0","51000","473"
"70721340","ID056","9.82091E+14","1707","2022/12/14 13:36","410","0","73000","434"
"70739142","ID026","9.82091E+14","1707","2022/12/14 13:43","107","0","53000","37"
"70734891","ID042","9.82091E+14","1707","2022/12/14 13:45","864","0","57500","568"
"70734876","ID069","9.82091E+14","1707","2022/12/14 14:05","465","0","65500","318"
"70734162","ID070","9.82091E+14","1707","2022/12/14 14:13","200","0","51000","112"
"70739142","ID026","9.82091E+14","1707","2022/12/14 14:18","488","0","53000","205"
"70721340","ID056","9.82091E+14","1707","2022/12/14 14:30","103","0","71750","85"
"70739142","ID026","9.82091E+14","1707","2022/12/14 14:33","29","0",,"11"
"70734154","ID010","9.82091E+14","1707","2022/12/14 14:41","876","0","66500","560"
"70734162","ID070","9.82091E+14","1707","2022/12/14 14:56","62","0","51500","31"
"70721340","ID056","9.82091E+14","1707","2022/12/14 14:57","29","0",,"6"
"70734852","ID047","9.82091E+14","1707","2022/12/14 14:58","610","0","50500","316"
"70734119","ID085","9.82091E+14","1707","2022/12/14 15:12","255","0","57500","132"
"70734119","ID085","9.82091E+14","1707","2022/12/14 15:18","314","0","56000","137"
"70734852","ID047","9.82091E+14","1707","2022/12/14 15:24","25","0",,"10"
"70734119","ID085","9.82091E+14","1707","2022/12/14 15:25","87","0","55500","61"
"70721340","ID056","9.82091E+14","1707","2022/12/14 15:32","272","0","72500","286"
"70734119","ID085","9.82091E+14","1707","2022/12/14 15:37","138","0","59000","93"
"70734119","ID085","9.82091E+14","1707","2022/12/14 15:43","203","0","59000","68"
"70721340","ID056","9.82091E+14","1707","2022/12/14 15:54","161","0","72500","169"
"70734848","ID021","9.82091E+14","1707","2022/12/14 15:58","80","0","63000","69"
"70734119","ID085","9.82091E+14","1707","2022/12/14 15:59","116","0","58000","80"
"70734848","ID021","9.82091E+14","1707","2022/12/14 16:03","51","0",,"4"
"70734119","ID085","9.82091E+14","1707","2022/12/14 16:04","31","0",,"24"
"70734119","ID085","9.82091E+14","1707","2022/12/14 16:15","32","0",,"15"
"70734119","ID085","9.82091E+14","1707","2022/12/14 16:32","37","0",,"23"
"70734119","ID085","9.82091E+14","1707","2022/12/14 16:38","14","0",,"9"
"70734876","ID069","9.82091E+14","1707","2022/12/14 16:46","596","0","65500","385"
"70734852","ID047","9.82091E+14","1707","2022/12/14 16:56","227","0","51500","93"
"70734119","ID085","9.82091E+14","1707","2022/12/14 17:00","28","0",,"42"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/14 17:01","519","0","74000","441"
"70734876","ID069","9.82091E+14","1707","2022/12/14 17:11","377","0","65000","270"
"70739142","ID026","9.82091E+14","1707","2022/12/14 17:18","61","0","53000","35"
"70734119","ID085","9.82091E+14","1707","2022/12/14 17:19","11","0",,"4"
"70734852","ID047","9.82091E+14","1707","2022/12/14 17:20","371","0","52500","194"
"70734876","ID069","9.82091E+14","1707","2022/12/14 17:26","116","0","67000","83"
"70734852","ID047","9.82091E+14","1707","2022/12/14 17:28","110","0","52500","42"
"70721340","ID056","9.82091E+14","1707","2022/12/14 17:32","223","0","73000","205"
"70734848","ID021","9.82091E+14","1707","2022/12/14 17:39","409","0","62500","363"
"70721340","ID056","9.82091E+14","1707","2022/12/14 18:12","174","0","74500","181"
"70734119","ID085","9.82091E+14","1707","2022/12/14 18:21","324","0","59000","148"
"70734154","ID010","9.82091E+14","1707","2022/12/14 18:28","24","0",,"30"
"70734876","ID069","9.82091E+14","1707","2022/12/14 18:44","139","0","68000","87"
"70734876","ID069","9.82091E+14","1707","2022/12/14 19:07","46","0",,"17"
"70721340","ID056","9.82091E+14","1707","2022/12/14 19:08","187","0","75000","181"
"70734891","ID042","9.82091E+14","1707","2022/12/14 19:18","419","0","58500","322"
"70734162","ID070","9.82091E+14","1707","2022/12/14 19:28","183","0","50500","120"
"70739142","ID026","9.82091E+14","1707","2022/12/14 20:06","649","0","53000","326"
"70721340","ID056","9.82091E+14","1707","2022/12/14 20:35","206","0","74000","175"
"70734848","ID021","9.82091E+14","1707","2022/12/14 21:01","74","0","64500","48"
"70734154","ID010","9.82091E+14","1707","2022/12/14 21:11","120","0","66000","78"
"70734119","ID085","9.82091E+14","1707","2022/12/14 21:13","544","0","58000","270"
"70734154","ID010","9.82091E+14","1707","2022/12/14 21:23","216","0","66500","150"
"70734154","ID010","9.82091E+14","1707","2022/12/14 21:30","47","0",,"28"
"70734891","ID042","9.82091E+14","1707","2022/12/14 21:46","332","0","58000","267"
"70734162","ID070","9.82091E+14","1707","2022/12/14 22:56","393","0","51500","190"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/14 23:19","495","0","73500","458"
"70732905","ID060","9.82091E+14","1707","2022/12/15 00:15","896","0","62500","543"
"70734848","ID021","9.82091E+14","1707","2022/12/15 00:58","407","0","63500","312"
"70721340","ID056","9.82091E+14","1707","2022/12/15 01:28","395","0","76000","416"
"70734852","ID047","9.82091E+14","1707","2022/12/15 01:39","469","0","52500","205"
"70739142","ID026","9.82091E+14","1707","2022/12/15 01:47","462","0","53500","232"
"70734848","ID021","9.82091E+14","1707","2022/12/15 01:57","44","0",,"22"
"70734162","ID070","9.82091E+14","1707","2022/12/15 02:08","149","0","51500","107"
"70721340","ID056","9.82091E+14","1707","2022/12/15 02:15","227","0","75000","234"
"70734876","ID069","9.82091E+14","1707","2022/12/15 02:35","558","0","67000","347"
"70732905","ID060","9.82091E+14","1707","2022/12/15 02:52","556","0","62500","400"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/15 03:34","547","0","74000","529"
"70734162","ID070","9.82091E+14","1707","2022/12/15 03:44","235","0","51500","162"
"70734852","ID047","9.82091E+14","1707","2022/12/15 03:50","705","0","52500","314"
"70734154","ID010","9.82091E+14","1707","2022/12/15 04:02","360","0","66000","161"
"70739142","ID026","9.82091E+14","1707","2022/12/15 04:08","513","0","54000","212"
"70734154","ID010","9.82091E+14","1707","2022/12/15 04:17","139","0","66500","114"
"70734154","ID010","9.82091E+14","1707","2022/12/15 04:23","67","0","66000","41"
"70734848","ID021","9.82091E+14","1707","2022/12/15 04:41","393","0","63500","309"
"70732905","ID060","9.82091E+14","1707","2022/12/15 05:59","177","0","62500","86"
"70721340","ID056","9.82091E+14","1707","2022/12/15 06:03","234","0","74000","228"
"70734119","ID085","9.82091E+14","1707","2022/12/15 06:07","673","0","58500","353"
"70734891","ID042","9.82091E+14","1707","2022/12/15 06:18","682","0","58000","435"
"70734119","ID085","9.82091E+14","1707","2022/12/15 06:30","118","0","58500","55"
"70734154","ID010","9.82091E+14","1707","2022/12/15 06:32","246","0","66500","115"
"70739142","ID026","9.82091E+14","1707","2022/12/15 06:37","267","0","53500","107"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/15 06:42","88","0","72500","60"
"70734119","ID085","9.82091E+14","1707","2022/12/15 06:44","153","0","54000","98"
"70734848","ID021","9.82091E+14","1707","2022/12/15 06:47","440","0","63500","299"
"70732905","ID060","9.82091E+14","1707","2022/12/15 06:54","718","0","63500","531"
"70734162","ID070","9.82091E+14","1707","2022/12/15 07:06","562","0","51000","315"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/15 07:16","475","0","73500","368"
"70739142","ID026","9.82091E+14","1707","2022/12/15 07:24","593","0","53500","213"
"70734154","ID010","9.82091E+14","1707","2022/12/15 07:34","242","0","66000","131"
"70721340","ID056","9.82091E+14","1707","2022/12/15 07:40","231","0","74000","193"
"70734162","ID070","9.82091E+14","1707","2022/12/15 07:45","83","0","51000","58"
"70734876","ID069","9.82091E+14","1707","2022/12/15 08:24","956","0","66000","602"
"70734119","ID085","9.82091E+14","1707","2022/12/15 08:41","80","0","59000","38"
"70739142","ID026","9.82091E+14","1707","2022/12/15 08:43","659","0","54000","265"
"70734852","ID047","9.82091E+14","1707","2022/12/15 08:54","1112","0","52500","359"
"70734119","ID085","9.82091E+14","1707","2022/12/15 09:12","105","0","58500","62"
"70734848","ID021","9.82091E+14","1707","2022/12/15 09:14","126","0","63000","58"
"70734154","ID010","9.82091E+14","1707","2022/12/15 09:16","20","0",,"25"
"70732905","ID060","9.82091E+14","1707","2022/12/15 09:17","27","0",,"19"
"70734848","ID021","9.82091E+14","1707","2022/12/15 09:17","500","0","63000","342"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/15 09:26","542","0","74000","468"
"70734119","ID085","9.82091E+14","1707","2022/12/15 09:35","155","0","58500","89"
"70721340","ID056","9.82091E+14","1707","2022/12/15 09:38","321","0","73000","359"
"70734154","ID010","9.82091E+14","1707","2022/12/15 09:43","470","0","67000","344"
"70734119","ID085","9.82091E+14","1707","2022/12/15 09:51","419","0","58500","231"
"70732905","ID060","9.82091E+14","1707","2022/12/15 09:58","700","0","65000","487"
"70734162","ID070","9.82091E+14","1707","2022/12/15 10:10","108","0","51000","90"
"70734876","ID069","9.82091E+14","1707","2022/12/15 10:12","263","0","65500","200"
"70734154","ID010","9.82091E+14","1707","2022/12/15 10:17","93","0","67500","100"
"70734162","ID070","9.82091E+14","1707","2022/12/15 10:18","319","0","51500","173"
"70734891","ID042","9.82091E+14","1707","2022/12/15 10:24","1053","0","58000","708"
"70739142","ID026","9.82091E+14","1707","2022/12/15 10:42","357","0","54000","116"
"70739142","ID026","9.82091E+14","1707","2022/12/15 10:50","67","0","54000","16"
"70739142","ID026","9.82091E+14","1707","2022/12/15 10:54","25","0",,"8"
"70734154","ID010","9.82091E+14","1707","2022/12/15 11:00","305","0","67500","139"
"70739142","ID026","9.82091E+14","1707","2022/12/15 11:17","41","0",,"13"
"70732905","ID060","9.82091E+14","1707","2022/12/15 11:24","445","0","65000","296"
"70739142","ID026","9.82091E+14","1707","2022/12/15 11:32","448","0","54000","177"
"70734162","ID070","9.82091E+14","1707","2022/12/15 12:39","479","0","51000","344"
"70721340","ID056","9.82091E+14","1707","2022/12/15 12:47","513","0","74500","492"
"70739142","ID026","9.82091E+14","1707","2022/12/15 12:56","567","0","54000","201"
"70734876","ID069","9.82091E+14","1707","2022/12/15 13:06","367","0","66500","239"
"70734852","ID047","9.82091E+14","1707","2022/12/15 13:12","419","0","53000","167"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/15 13:19","677","0","75250","690"
"70734119","ID085","9.82091E+14","1707","2022/12/15 13:30","576","0","59000","268"
"70734848","ID021","9.82091E+14","1707","2022/12/15 13:40","585","0","63000","486"
"70734162","ID070","9.82091E+14","1707","2022/12/15 13:50","410","0","51500","260"
"70734119","ID085","9.82091E+14","1707","2022/12/15 13:58","224","0","58750","122"
"70734852","ID047","9.82091E+14","1707","2022/12/15 14:02","795","0","52000","346"
"70734852","ID047","9.82091E+14","1707","2022/12/15 14:18","52","0",,"4"
"70734891","ID042","9.82091E+14","1707","2022/12/15 14:22","789","0","58000","523"
"70734119","ID085","9.82091E+14","1707","2022/12/15 14:35","103","0","59000","56"
"70734119","ID085","9.82091E+14","1707","2022/12/15 14:45","191","0","59500","87"
"70734119","ID085","9.82091E+14","1707","2022/12/15 14:51","100","0","60000","46"
"70734162","ID070","9.82091E+14","1707","2022/12/15 14:54","301","0","51500","236"
"70734119","ID085","9.82091E+14","1707","2022/12/15 14:59","139","0","59750","84"
"70734848","ID021","9.82091E+14","1707","2022/12/15 15:01","24","0",,"18"
"70734852","ID047","9.82091E+14","1707","2022/12/15 15:02","104","0","53000","29"
"70739142","ID026","9.82091E+14","1707","2022/12/15 15:04","179","0","54000","52"
"70734119","ID085","9.82091E+14","1707","2022/12/15 15:07","20","0",,"17"
"70721340","ID056","9.82091E+14","1707","2022/12/15 15:08","378","0","74500","381"
"70734154","ID010","9.82091E+14","1707","2022/12/15 15:14","900","0","67500","610"
"70734876","ID069","9.82091E+14","1707","2022/12/15 15:29","969","0","67000","606"
"70734852","ID047","9.82091E+14","1707","2022/12/15 15:47","36","0",,"28"
"70734154","ID010","9.82091E+14","1707","2022/12/15 15:47","37","0",,"33"
"70732905","ID060","9.82091E+14","1707","2022/12/15 15:50","225","0","64000","138"
"70734852","ID047","9.82091E+14","1707","2022/12/15 15:54","125","0","52500","56"
"70739142","ID026","9.82091E+14","1707","2022/12/15 16:05","114","0","53500","50"
"70734852","ID047","9.82091E+14","1707","2022/12/15 16:14","48","0",,"7"
"70739142","ID026","9.82091E+14","1707","2022/12/15 16:14","24","0",,"19"
"70734852","ID047","9.82091E+14","1707","2022/12/15 16:18","50","0",,"24"
"70734876","ID069","9.82091E+14","1707","2022/12/15 16:23","342","0","67000","160"
"70734119","ID085","9.82091E+14","1707","2022/12/15 16:29","88","0","60000","66"
"70734848","ID021","9.82091E+14","1707","2022/12/15 16:31","49","0",,"35"
"70721340","ID056","9.82091E+14","1707","2022/12/15 16:44","229","0","73500","259"
"70734848","ID021","9.82091E+14","1707","2022/12/15 16:49","216","0","63500","197"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/15 16:59","450","0","75000","368"
"70734876","ID069","9.82091E+14","1707","2022/12/15 17:06","19","0",,"8"
"70734162","ID070","9.82091E+14","1707","2022/12/15 17:19","46","0",,"8"
"70721340","ID056","9.82091E+14","1707","2022/12/15 17:20","59","0",,"49"
"70734119","ID085","9.82091E+14","1707","2022/12/15 17:31","439","0","58500","222"
"70721340","ID056","9.82091E+14","1707","2022/12/15 18:02","120","0","74500","93"
"70734848","ID021","9.82091E+14","1707","2022/12/15 19:05","289","0","64000","283"
"70734876","ID069","9.82091E+14","1707","2022/12/15 19:10","147","0","67500","60"
"70734876","ID069","9.82091E+14","1707","2022/12/15 20:06","599","0","67000","399"
"70721340","ID056","9.82091E+14","1707","2022/12/15 20:17","455","0","75000","411"
"70721340","ID056","9.82091E+14","1707","2022/12/15 20:26","47","0",,"7"
"70739142","ID026","9.82091E+14","1707","2022/12/15 20:31","376","0","53500","190"
"70734852","ID047","9.82091E+14","1707","2022/12/15 20:46","427","0","52500","189"
"70734891","ID042","9.82091E+14","1707","2022/12/15 21:37","401","0","58500","274"
"70734119","ID085","9.82091E+14","1707","2022/12/15 21:44","838","0","55500","394"
"70734848","ID021","9.82091E+14","1707","2022/12/15 22:00","406","0","64500","318"
"70721340","ID056","9.82091E+14","1707","2022/12/15 22:07","155","0","75000","159"
"70734162","ID070","9.82091E+14","1707","2022/12/15 22:11","94","0","52000","59"
"70732905","ID060","9.82091E+14","1707","2022/12/15 22:21","607","0","63500","351"
"70734154","ID010","9.82091E+14","1707","2022/12/15 23:20","408","0","68000","176"
"70734154","ID010","9.82091E+14","1707","2022/12/15 23:31","158","0","67500","117"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/15 23:35","352","0","73000","386"
"70734162","ID070","9.82091E+14","1707","2022/12/16 00:24","340","0","52000","242"
"70734876","ID069","9.82091E+14","1707","2022/12/16 00:40","231","0","68500","128"
"70734852","ID047","9.82091E+14","1707","2022/12/16 01:01","481","0","52000","208"
"70732905","ID060","9.82091E+14","1707","2022/12/16 01:38","652","0","63500","376"
"70739142","ID026","9.82091E+14","1707","2022/12/16 01:49","916","0","53500","361"
"70739142","ID026","9.82091E+14","1707","2022/12/16 02:10","71","0","53500","16"
"70721340","ID056","9.82091E+14","1707","2022/12/16 02:17","363","0","75000","398"
"70734162","ID070","9.82091E+14","1707","2022/12/16 03:41","106","0","52000","73"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/16 03:45","575","0","74500","482"
"70734891","ID042","9.82091E+14","1707","2022/12/16 03:56","765","0","57500","467"
"70732905","ID060","9.82091E+14","1707","2022/12/16 04:09","687","0","64000","369"
"70734154","ID010","9.82091E+14","1707","2022/12/16 04:21","651","0","66500","288"
"70734162","ID070","9.82091E+14","1707","2022/12/16 04:34","135","0","51500","88"
"70721340","ID056","9.82091E+14","1707","2022/12/16 05:24","274","0","74500","236"
"70739142","ID026","9.82091E+14","1707","2022/12/16 05:29","263","0","54000","100"
"70734119","ID085","9.82091E+14","1707","2022/12/16 05:34","317","0","59000","140"
"70739142","ID026","9.82091E+14","1707","2022/12/16 05:40","287","0","54000","144"
"70734848","ID021","9.82091E+14","1707","2022/12/16 05:44","702","0","63000","535"
"70739142","ID026","9.82091E+14","1707","2022/12/16 05:56","25","0",,"9"
"70732905","ID060","9.82091E+14","1707","2022/12/16 06:00","740","0","64000","475"
"70739142","ID026","9.82091E+14","1707","2022/12/16 06:12","75","0","54000","36"
"70734119","ID085","9.82091E+14","1707","2022/12/16 06:15","370","0","59000","171"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/16 06:23","577","0","74500","461"
"70734852","ID047","9.82091E+14","1707","2022/12/16 06:33","826","0","50500","313"
"70734162","ID070","9.82091E+14","1707","2022/12/16 06:48","513","0","52000","250"
"70734876","ID069","9.82091E+14","1707","2022/12/16 06:57","928","0","67000","568"
"70734154","ID010","9.82091E+14","1707","2022/12/16 07:13","428","0","67500","210"
"70734891","ID042","9.82091E+14","1707","2022/12/16 07:21","794","0","57500","481"
"70734154","ID010","9.82091E+14","1707","2022/12/16 07:35","305","0","67000","169"
"70734162","ID070","9.82091E+14","1707","2022/12/16 07:40","224","0","51000","133"
"70734891","ID042","9.82091E+14","1707","2022/12/16 07:44","222","0","57000","148"
"70734119","ID085","9.82091E+14","1707","2022/12/16 07:48","481","0","59000","214"
"70721340","ID056","9.82091E+14","1707","2022/12/16 07:57","402","0","74000","364"
"70734119","ID085","9.82091E+14","1707","2022/12/16 08:03","344","0","59500","136"
"70739142","ID026","9.82091E+14","1707","2022/12/16 08:09","818","0","53500","334"
"70739142","ID026","9.82091E+14","1707","2022/12/16 08:25","47","0",,"10"
"70734848","ID021","9.82091E+14","1707","2022/12/16 08:26","434","0","63500","306"
"70732905","ID060","9.82091E+14","1707","2022/12/16 08:33","236","0","64250","160"
"70734848","ID021","9.82091E+14","1707","2022/12/16 08:38","20","0",,"1"
"70734852","ID047","9.82091E+14","1707","2022/12/16 08:38","511","0","51000","188"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/16 08:47","553","0","76000","440"
"70732905","ID060","9.82091E+14","1707","2022/12/16 09:01","711","0","65000","335"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/16 09:15","555","0","76500","428"
"70721340","ID056","9.82091E+14","1707","2022/12/16 09:34","217","0","74500","150"
"70734154","ID010","9.82091E+14","1707","2022/12/16 09:38","745","0","67500","471"
"70734154","ID010","9.82091E+14","1707","2022/12/16 09:54","76","0","68000","50"
"70732905","ID060","9.82091E+14","1707","2022/12/16 10:12","370","0","65000","182"
"70734154","ID010","9.82091E+14","1707","2022/12/16 10:19","74","0","67000","47"
"70734154","ID010","9.82091E+14","1707","2022/12/16 10:22","108","0","68000","72"
"70734154","ID010","9.82091E+14","1707","2022/12/16 10:26","42","0",,"27"
"70734848","ID021","9.82091E+14","1707","2022/12/16 10:28","170","0","65000","101"
"70734119","ID085","9.82091E+14","1707","2022/12/16 10:32","111","0","60000","69"
"70739142","ID026","9.82091E+14","1707","2022/12/16 10:38","72","0","54000","31"
"70734162","ID070","9.82091E+14","1707","2022/12/16 10:39","643","0","52000","298"
"70739142","ID026","9.82091E+14","1707","2022/12/16 10:50","386","0","54500","196"
"70734876","ID069","9.82091E+14","1707","2022/12/16 10:57","704","0","65500","433"
"70734876","ID069","9.82091E+14","1707","2022/12/16 11:10","197","0","67000","114"
"70734162","ID070","9.82091E+14","1707","2022/12/16 11:14","222","0","52500","119"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/16 11:18","294","0","77000","238"
"70734154","ID010","9.82091E+14","1707","2022/12/16 11:23","127","0","68500","71"
"70739142","ID026","9.82091E+14","1707","2022/12/16 11:25","355","0","54000","150"
"70721340","ID056","9.82091E+14","1707","2022/12/16 11:32","276","0","73500","256"
"70734852","ID047","9.82091E+14","1707","2022/12/16 11:36","1195","0","52000","561"
"70734119","ID085","9.82091E+14","1707","2022/12/16 11:58","514","0","60000","204"
"70732905","ID060","9.82091E+14","1707","2022/12/16 12:06","337","0","66000","228"
"70734848","ID021","9.82091E+14","1707","2022/12/16 12:12","599","0","64500","391"
"70734119","ID085","9.82091E+14","1707","2022/12/16 12:22","354","0","59500","170"
"70734876","ID069","9.82091E+14","1707","2022/12/16 12:28","328","0","68500","238"
"70734891","ID042","9.82091E+14","1707","2022/12/16 12:34","946","0","59000","638"
"70721340","ID056","9.82091E+14","1707","2022/12/16 12:50","473","0","74000","455"
"70739142","ID026","9.82091E+14","1707","2022/12/16 12:58","120","0","55000","58"
"70734119","ID085","9.82091E+14","1707","2022/12/16 13:00","299","0","60750","89"
"70734876","ID069","9.82091E+14","1707","2022/12/16 13:06","199","0","67500","130"
"70734891","ID042","9.82091E+14","1707","2022/12/16 13:09","17","0",,"2"
"70734852","ID047","9.82091E+14","1707","2022/12/16 13:12","49","0",,"16"
"70734162","ID070","9.82091E+14","1707","2022/12/16 13:13","463","0","52500","294"
"70734852","ID047","9.82091E+14","1707","2022/12/16 13:39","124","0","53000","13"
"70734848","ID021","9.82091E+14","1707","2022/12/16 13:41","20","0",,"12"
"70734876","ID069","9.82091E+14","1707","2022/12/16 13:44","43","0",,"4"
"70734852","ID047","9.82091E+14","1707","2022/12/16 13:46","105","0","53000","13"
"70739179","ID052","699b78b7-0c70-4ae2-ab86-2d616dd829b8","1707","2022/12/16 13:48","535","0","77500","408"
"70734119","ID085","9.82091E+14","1707","2022/12/16 14:01","62","0","60500","34"
"70734119","ID085","9.82091E+14","1707","2022/12/16 14:04","96","0","61500","25"
"70734891","ID042","9.82091E+14","1707","2022/12/16 14:07","470","0","59500","267"
"70734119","ID085","9.82091E+14","1707","2022/12/16 14:16","17","0",,"10"
"70734852","ID047","9.82091E+14","1707","2022/12/16 14:20","664","0","53000","315"
"70739142","ID026","9.82091E+14","1707","2022/12/16 14:32","292","0","54500","111"
"70734162","ID070","9.82091E+14","1707","2022/12/16 14:37","227","0","53000","140"
"70734119","ID085","9.82091E+14","1707","2022/12/16 14:40","23","0",,"17"
"70734119","ID085","9.82091E+14","1707","2022/12/16 14:47","39","0",,"16"
"70734119","ID085","9.82091E+14","1707","2022/12/16 14:54","51","0",,"4"
"70739142","ID026","9.82091E+14","1707","2022/12/16 14:55","352","0","54500","152"
"70734119","ID085","9.82091E+14","1707","2022/12/16 15:01","25","0",,"23"
"70734119","ID085","9.82091E+14","1707","2022/12/16 15:04","41","0",,"25"
"70732905","ID060","9.82091E+14","1707","2022/12/16 15:28","232","0","66000","91"
"70721340","ID056","9.82091E+14","1707","2022/12/16 15:32","185","0","74000","221"
"70734154","ID010","9.82091E+14","1707","2022/12/16 15:35","784","0","69000","611"
"70734119","ID085","9.82091E+14","1707","2022/12/16 15:48","355","0","60500","186"
"70734876","ID069","9.82091E+14","1707","2022/12/16 15:55","518","0","69500","352"
"70734119","ID085","9.82091E+14","1707","2022/12/16 16:04","23","0",,"27"
"70734848","ID021","9.82091E+14","1707","2022/12/16 16:04","616","0","65500","498"
"70734119","ID085","9.82091E+14","1707","2022/12/16 16:15","203","0","61500","107"
"70721340","ID056","9.82091E+14","1707","2022/12/16 16:18","422","0","74500","382"
"70734876","ID069","9.82091E+14","1707","2022/12/16 17:03","538","0","69500","344"
"70721340","ID056","9.82091E+14","1707","2022/12/16 17:30","106","0","75500","59"
"70734162","ID070","9.82091E+14","1707","2022/12/16 17:45","32","0",,"1"
"70734852","ID047","9.82091E+14","1707","2022/12/16 17:46","522","0","54000","211"
"70732905","ID060","9.82091E+14","1707","2022/12/16 17:54","356","0","65500","194"
"70734154","ID010","9.82091E+14","1707","2022/12/16 18:03","182","0","69250","100"
"70734154","ID010","9.82091E+14","1707","2022/12/16 18:08","42","0",,"11"
"70721340","ID056","9.82091E+14","1707","2022/12/16 18:28","331","0","75000","327"
"70734876","ID069","9.82091E+14","1707","2022/12/16 18:59","35","0",,"10"
"70734162","ID070","9.82091E+14","1707","2022/12/16 19:02","256","0","53500","146"
"70734848","ID021","9.82091E+14","1707","2022/12/16 19:07","25","0",,"12"
